"Title:","Dow Jones Industrial Average (US) - High from the Dow Jones Industrial Average (US) Database"
"SubTitle:","International"
"Time:","01/02/1980 - 11/11/2022"
"Unit of Measure:","$"
"Citation:","S&P Dow Jones Indices (US) (2022-11-14). Dow Jones Industrial Average (US): Dow Jones Industrial Average (US) - High, 01/02/1980 - 11/11/2022. Data Planet? Statistical Datasets: A SAGE Publishing Resource. (Dataset). Dataset-ID:  039-001-002 doi:https://doi.org/10.6068/DP184779A1F7630"
"ColumnCount:",2
"RowCount:",10797

"Time","Dow Jones Industrial Average (US) - High ($)"
"11/02/1992",3274.64
"11/03/1992",3285.44
"11/04/1992",3274.1
"11/05/1992",3259.78
"11/06/1992",3264.64
"11/09/1992",3268.69
"11/10/1992",3268.15
"11/11/1992",3258.7
"11/12/1992",3264.91
"11/13/1992",3252.48
"11/16/1992",3241.41
"11/17/1992",3223.31
"11/18/1992",3227.09
"11/19/1992",3231.14
"11/20/1992",3249.78
"11/23/1992",3251.13
"11/24/1992",3277.88
"11/25/1992",3285.71
"11/27/1992",3304.89
"11/30/1992",3326.51
"12/01/1992",3321.64
"12/02/1992",3310.84
"12/03/1992",3302.73
"12/04/1992",3312.46
"12/07/1992",3320.56
"12/08/1992",3331.64
"12/09/1992",3346.23
"12/10/1992",3335.69
"12/11/1992",3324.89
"12/14/1992",3324.89
"12/15/1992",3315.43
"12/16/1992",3303
"12/17/1992",3289.22
"12/18/1992",3325.97
"12/21/1992",3335.15
"12/22/1992",3347.04
"12/23/1992",3350.55
"12/24/1992",3339.48
"12/28/1992",3352.17
"12/29/1992",3364.87
"12/30/1992",3340.56
"12/31/1992",3340.56
"01/04/1993",3335.69
"01/05/1993",3338.12
"01/06/1993",3330.29
"01/07/1993",3333.53
"01/08/1993",3280.31
"01/11/1993",3284.09
"01/12/1993",3287.06
"01/13/1993",3283.01
"01/14/1993",3297.06
"01/15/1993",3300.03
"01/18/1993",3296.52
"01/19/1993",3299.49
"01/20/1993",3278.96
"01/21/1993",3271.66
"01/22/1993",3292.74
"01/25/1993",3324.89
"01/26/1993",3338.93
"01/27/1993",3318.67
"01/28/1993",3327.86
"01/29/1993",3331.1
"02/01/1993",3349.47
"02/02/1993",3355.68
"02/03/1993",3397.83
"02/04/1993",3441.33
"02/05/1993",3463.21
"02/08/1993",3472.94
"02/09/1993",3449.16
"02/10/1993",3438.08
"02/11/1993",3455.64
"02/12/1993",3436.19
"02/16/1993",3391.62
"02/17/1993",3338.12
"02/18/1993",3362.98
"02/19/1993",3347.04
"02/22/1993",3367.3
"02/23/1993",3373.52
"02/24/1993",3371.89
"02/25/1993",3387.02
"02/26/1993",3396.21
"03/01/1993",3404.58
"03/02/1993",3406.21
"03/03/1993",3437
"03/04/1993",3423.77
"03/05/1993",3447.81
"03/08/1993",3476.99
"03/09/1993",3495.63
"03/10/1993",3497.25
"03/11/1993",3493.74
"03/12/1993",3447.81
"03/15/1993",3460.51
"03/16/1993",3466.72
"03/17/1993",3458.35
"03/18/1993",3486.17
"03/19/1993",3493.2
"03/22/1993",3483.2
"03/23/1993",3488.6
"03/24/1993",3489.14
"03/25/1993",3485.36
"03/26/1993",3484.28
"03/29/1993",3487.52
"03/30/1993",3481.85
"03/31/1993",3484.82
"04/01/1993",3466.45
"04/02/1993",3425.12
"04/05/1993",3411.61
"04/06/1993",3417.55
"04/07/1993",3417.55
"04/08/1993",3429.44
"04/12/1993",3452.67
"04/13/1993",3469.42
"04/14/1993",3482.93
"04/15/1993",3484.28
"04/16/1993",3498.6
"04/19/1993",3499.41
"04/20/1993",3486.71
"04/21/1993",3480.77
"04/22/1993",3488.33
"04/23/1993",3448.08
"04/26/1993",3442.14
"04/27/1993",3433.76
"04/28/1993",3445.65
"04/29/1993",3444.84
"04/30/1993",3466.18
"05/03/1993",3462.94
"05/04/1993",3477.26
"05/05/1993",3478.44
"05/06/1993",3475.67
"05/07/1993",3475.94
"05/10/1993",3485.36
"05/11/1993",3481.76
"05/12/1993",3501.69
"05/13/1993",3486.74
"05/14/1993",3472.62
"05/17/1993",3465.98
"05/18/1993",3468.47
"05/19/1993",3511.1
"05/20/1993",3539.88
"05/21/1993",3532.96
"05/24/1993",3526.6
"05/25/1993",3534.35
"05/26/1993",3558.98
"05/27/1993",3582.23
"05/28/1993",3563.41
"06/01/1993",3577.25
"06/02/1993",3576.14
"06/03/1993",3569.5
"06/04/1993",3563.13
"06/07/1993",3571.71
"06/08/1993",3543.48
"06/09/1993",3541.54
"06/10/1993",3538.5
"06/11/1993",3505.01
"06/14/1993",3538.22
"06/15/1993",3531.86
"06/16/1993",3527.43
"06/17/1993",3539.61
"06/18/1993",3540.44
"06/21/1993",3533.79
"06/22/1993",3530.47
"06/23/1993",3514.14
"06/24/1993",3504.73
"06/25/1993",3512.76
"06/28/1993",3542.1
"06/29/1993",3544.87
"06/30/1993",3543.48
"07/01/1993",3542.1
"07/02/1993",3515.8
"07/06/1993",3502.52
"07/07/1993",3495.32
"07/08/1993",3532.41
"07/09/1993",3544.03
"07/12/1993",3545.97
"07/13/1993",3544.22
"07/14/1993",3562.39
"07/15/1993",3573.01
"07/16/1993",3571.61
"07/19/1993",3563.23
"07/20/1993",3567.98
"07/21/1993",3573.84
"07/22/1993",3566.86
"07/23/1993",3569.37
"07/26/1993",3584.74
"07/27/1993",3604.86
"07/28/1993",3588.38
"07/29/1993",3593.41
"07/30/1993",3581.11
"08/02/1993",3578.32
"08/03/1993",3588.1
"08/04/1993",3579.99
"08/05/1993",3574.12
"08/06/1993",3583.35
"08/09/1993",3599.83
"08/10/1993",3599.83
"08/11/1993",3607.94
"08/12/1993",3607.66
"08/13/1993",3594.52
"08/16/1993",3607.66
"08/17/1993",3611.29
"08/18/1993",3638.96
"08/19/1993",3633.09
"08/20/1993",3633.65
"08/23/1993",3630.57
"08/24/1993",3648.18
"08/25/1993",3674.17
"08/26/1993",3681.71
"08/27/1993",3656.28
"08/30/1993",3667.46
"08/31/1993",3662.99
"09/01/1993",3665.5
"09/02/1993",3660.19
"09/03/1993",3651.53
"09/07/1993",3649.02
"09/08/1993",3623.31
"09/09/1993",3616.04
"09/10/1993",3636.16
"09/13/1993",3655.16
"09/14/1993",3639.51
"09/15/1993",3644.82
"09/16/1993",3651.25
"09/17/1993",3637.28
"09/20/1993",3632.81
"09/21/1993",3592.57
"09/22/1993",3577.2
"09/23/1993",3567.7
"09/24/1993",3568.54
"09/27/1993",3589.49
"09/28/1993",3589.49
"09/29/1993",3596.48
"09/30/1993",3583.63
"10/01/1993",3605.14
"10/04/1993",3603.19
"10/05/1993",3617.44
"10/06/1993",3620.79
"10/07/1993",3616.32
"10/08/1993",3610.45
"10/11/1993",3611.01
"10/12/1993",3619.39
"10/13/1993",3628.34
"10/14/1993",3652.09
"10/15/1993",3664.66
"10/18/1993",3675.84
"10/19/1993",3669.97
"10/20/1993",3667.74
"10/21/1993",3678.36
"10/22/1993",3697.92
"10/25/1993",3694.01
"10/26/1993",3701.55
"10/27/1993",3696.8
"10/28/1993",3726.98
"10/29/1993",3712.45
"11/01/1993",3708.26
"11/02/1993",3724.75
"11/03/1993",3714.69
"11/04/1993",3681.99
"11/05/1993",3663.83
"11/08/1993",3674.17
"11/09/1993",3689.82
"11/10/1993",3683.39
"11/11/1993",3700.43
"11/12/1993",3707.42
"11/15/1993",3705.74
"11/16/1993",3723.91
"11/17/1993",3749.9
"11/18/1993",3721.95
"11/19/1993",3711.05
"11/22/1993",3699.6
"11/23/1993",3702.67
"11/24/1993",3709.94
"11/26/1993",3703.23
"11/29/1993",3721.67
"11/30/1993",3713.57
"12/01/1993",3731.73
"12/02/1993",3725.3
"12/03/1993",3726.98
"12/06/1993",3738.44
"12/07/1993",3746.82
"12/08/1993",3756.6
"12/09/1993",3764.43
"12/10/1993",3758.84
"12/13/1993",3780.64
"12/14/1993",3785.94
"12/15/1993",3764.15
"12/16/1993",3756.6
"12/17/1993",3768.9
"12/20/1993",3777.84
"12/21/1993",3774.77
"12/22/1993",3780.64
"12/23/1993",3791.81
"12/27/1993",3804.95
"12/28/1993",3813.33
"12/29/1993",3818.92
"12/30/1993",3806.34
"12/31/1993",3804.11
"01/03/1994",3790.7
"01/04/1994",3798.25
"01/05/1994",3821.33
"01/06/1994",3843.84
"01/07/1994",3842.15
"01/10/1994",3874.52
"01/11/1994",3885.21
"01/12/1994",3876.49
"01/13/1994",3864.67
"01/14/1994",3891.96
"01/17/1994",3896.75
"01/18/1994",3905.19
"01/19/1994",3909.97
"01/20/1994",3919.82
"01/21/1994",3933.33
"01/24/1994",3947.68
"01/25/1994",3937.55
"01/26/1994",3934.74
"01/27/1994",3951.34
"01/28/1994",3971.89
"01/31/1994",4002.84
"02/01/1994",3998.06
"02/02/1994",3997.78
"02/03/1994",3995.52
"02/04/1994",3979.76
"02/07/1994",3923.48
"02/08/1994",3951.34
"02/09/1994",3956.97
"02/10/1994",3953.59
"02/11/1994",3920.95
"02/14/1994",3935.86
"02/15/1994",3950.5
"02/16/1994",3964.85
"02/17/1994",3976.11
"02/18/1994",3931.92
"02/22/1994",3928.83
"02/23/1994",3931.36
"02/24/1994",3895.62
"02/25/1994",3868.89
"02/28/1994",3874.52
"03/01/1994",3848.34
"03/02/1994",3845.25
"03/03/1994",3862.13
"03/04/1994",3868.04
"03/07/1994",3882.4
"03/08/1994",3886.05
"03/09/1994",3874.52
"03/10/1994",3865.51
"03/11/1994",3872.83
"03/14/1994",3894.21
"03/15/1994",3888.46
"03/16/1994",3879.53
"03/17/1994",3891.34
"03/18/1994",3911.78
"03/21/1994",3898.25
"03/22/1994",3898.53
"03/23/1994",3901.41
"03/24/1994",3865.42
"03/25/1994",3845.85
"03/28/1994",3793.45
"03/29/1994",3771.86
"03/30/1994",3718.88
"03/31/1994",3673.1
"04/04/1994",3633.08
"04/05/1994",3698.15
"04/06/1994",3722.34
"04/07/1994",3712.83
"04/08/1994",3717.15
"04/11/1994",3720.66
"04/12/1994",3722.14
"04/13/1994",3704.3
"04/14/1994",3693.59
"04/15/1994",3699.24
"04/18/1994",3679.61
"04/19/1994",3670.39
"04/20/1994",3662.66
"04/21/1994",3673.96
"04/22/1994",3690.32
"04/25/1994",3721.25
"04/26/1994",3733.15
"04/28/1994",3723.93
"04/29/1994",3707.87
"05/02/1994",3734.04
"05/03/1994",3736.12
"05/04/1994",3730.17
"05/05/1994",3731.07
"05/06/1994",3702.51
"05/09/1994",3676.93
"05/10/1994",3684.37
"05/11/1994",3678.42
"05/12/1994",3682.58
"05/13/1994",3690.32
"05/16/1994",3694.21
"05/17/1994",3735.04
"05/18/1994",3761.74
"05/19/1994",3782.92
"05/20/1994",3788.76
"05/23/1994",3770.65
"05/24/1994",3786.3
"05/25/1994",3771.57
"05/26/1994",3798.58
"05/27/1994",3772.18
"05/31/1994",3786.98
"06/01/1994",3785.14
"06/02/1994",3791.6
"06/03/1994",3792.22
"06/06/1994",3812.83
"06/07/1994",3788.52
"06/08/1994",3780.83
"06/09/1994",3779.91
"06/10/1994",3798.68
"06/13/1994",3808.17
"06/14/1994",3839.88
"06/15/1994",3838.29
"06/16/1994",3830.68
"06/17/1994",3821.48
"06/20/1994",3771.7
"06/21/1994",3756.8
"06/22/1994",3748.87
"06/23/1994",3752.04
"06/24/1994",3704.8
"06/27/1994",3694.89
"06/28/1994",3705.58
"06/29/1994",3711.73
"06/30/1994",3683.56
"07/01/1994",3675.79
"07/05/1994",3680.65
"07/06/1994",3698.13
"07/07/1994",3714.32
"07/08/1994",3728.56
"07/11/1994",3735.36
"07/12/1994",3725.32
"07/13/1994",3738.27
"07/14/1994",3763.53
"07/15/1994",3769.35
"07/18/1994",3779.39
"07/19/1994",3777.45
"07/20/1994",3763.85
"07/21/1994",3767.74
"07/22/1994",3765.79
"07/25/1994",3762.56
"07/26/1994",3765.15
"07/27/1994",3753.17
"07/28/1994",3757.05
"07/29/1994",3782.63
"08/01/1994",3809.5
"08/02/1994",3829.25
"08/03/1994",3815
"08/04/1994",3807.23
"08/05/1994",3769.68
"08/08/1994",3780.68
"08/09/1994",3773.89
"08/10/1994",3795.25
"08/11/1994",3785.86
"08/12/1994",3796.55
"08/15/1994",3798.17
"08/16/1994",3804.64
"08/17/1994",3812.09
"08/18/1994",3793.63
"08/19/1994",3785.22
"08/22/1994",3771.94
"08/23/1994",3804.64
"08/24/1994",3852.56
"08/25/1994",3872.63
"08/26/1994",3903.38
"08/29/1994",3927.34
"08/30/1994",3934.14
"08/31/1994",3954.54
"09/01/1994",3927.99
"09/02/1994",3928.64
"09/06/1994",3918.55
"09/07/1994",3920.9
"09/08/1994",3926.96
"09/09/1994",3902.06
"09/12/1994",3897.02
"09/13/1994",3905.76
"09/14/1994",3918.55
"09/15/1994",3959.93
"09/16/1994",3955.22
"09/19/1994",3972.72
"09/20/1994",3932.01
"09/21/1994",3886.92
"09/22/1994",3882.55
"09/23/1994",3872.46
"09/26/1994",3869.43
"09/27/1994",3891.63
"09/28/1994",3904.76
"09/29/1994",3892.64
"09/30/1994",3891.3
"10/03/1994",3872.79
"10/04/1994",3873.47
"10/05/1994",3811.56
"10/06/1994",3810.89
"10/07/1994",3826.03
"10/10/1994",3843.19
"10/11/1994",3898.36
"10/12/1994",3903.07
"10/13/1994",3944.12
"10/14/1994",3927.97
"10/17/1994",3949.84
"10/18/1994",3945.46
"10/19/1994",3963.63
"10/20/1994",3956.9
"10/21/1994",3921.58
"10/24/1994",3925.61
"10/25/1994",3883.56
"10/26/1994",3891.97
"10/27/1994",3893.99
"10/28/1994",3953.54
"10/31/1994",3956.9
"11/01/1994",3919.9
"11/02/1994",3888.94
"11/03/1994",3872.46
"11/04/1994",3879.52
"11/07/1994",3830.4
"11/08/1994",3857.65
"11/09/1994",3882.89
"11/10/1994",3873.47
"11/11/1994",3830.06
"11/14/1994",3849.91
"11/15/1994",3871.45
"11/16/1994",3864.38
"11/17/1994",3868.08
"11/18/1994",3844.87
"11/21/1994",3845.2
"11/22/1994",3787.34
"11/23/1994",3704.91
"11/25/1994",3722.4
"11/28/1994",3759.41
"11/29/1994",3755.04
"11/30/1994",3783.3
"12/01/1994",3755.37
"12/02/1994",3755.04
"12/05/1994",3779.93
"12/06/1994",3762.1
"12/07/1994",3758.07
"12/08/1994",3757.39
"12/09/1994",3713.32
"12/12/1994",3734.52
"12/13/1994",3749.32
"12/14/1994",3772.2
"12/15/1994",3794.07
"12/16/1994",3817.95
"12/19/1994",3815.26
"12/20/1994",3807.19
"12/21/1994",3836.46
"12/22/1994",3850.59
"12/23/1994",3860.01
"12/27/1994",3882.21
"12/28/1994",3871.45
"12/29/1994",3867.41
"12/30/1994",3874.48
"01/03/1995",3864.72
"01/04/1995",3876.83
"01/05/1995",3876.83
"01/06/1995",3902.4
"01/09/1995",3889.28
"01/10/1995",3912.49
"01/11/1995",3899.71
"01/12/1995",3886.59
"01/13/1995",3924.27
"01/16/1995",3955.56
"01/17/1995",3953.88
"01/18/1995",3950.85
"01/19/1995",3929.99
"01/20/1995",3917.54
"01/23/1995",3888.61
"01/24/1995",3898.36
"01/25/1995",3908.79
"01/26/1995",3903.41
"01/27/1995",3916.87
"01/30/1995",3881.2
"01/31/1995",3872.12
"02/01/1995",3886.25
"02/02/1995",3884.23
"02/03/1995",3959.6
"02/06/1995",3964.31
"02/07/1995",3960.27
"02/08/1995",3967.67
"02/09/1995",3967.33
"02/10/1995",3962.96
"02/13/1995",3974.74
"02/14/1995",3984.83
"02/15/1995",4019.15
"02/16/1995",4011.07
"02/17/1995",4001.99
"02/21/1995",3989.88
"02/22/1995",4002.32
"02/23/1995",4034.62
"02/24/1995",4033.61
"02/27/1995",4033.19
"02/28/1995",4021.43
"03/01/1995",4033.19
"03/02/1995",4009.67
"03/03/1995",4005.52
"03/06/1995",4015.89
"03/07/1995",4009.67
"03/08/1995",4002.41
"03/09/1995",4011.4
"03/10/1995",4054.97
"03/13/1995",4060.85
"03/14/1995",4087.14
"03/15/1995",4070.19
"03/16/1995",4095.78
"03/17/1995",4101.66
"03/20/1995",4115.15
"03/21/1995",4122.41
"03/22/1995",4107.54
"03/23/1995",4112.38
"03/24/1995",4156.65
"03/27/1995",4177.4
"03/28/1995",4176.02
"03/29/1995",4213.71
"03/30/1995",4213.37
"03/31/1995",4194
"04/03/1995",4202.3
"04/04/1995",4220.98
"04/05/1995",4229.62
"04/06/1995",4239.31
"04/07/1995",4226.86
"04/10/1995",4219.94
"04/11/1995",4229.97
"04/12/1995",4238.27
"04/13/1995",4248.3
"04/17/1995",4260.06
"04/18/1995",4221.67
"04/19/1995",4232.39
"04/20/1995",4263.86
"04/21/1995",4297.06
"04/24/1995",4328.88
"04/25/1995",4337.18
"04/26/1995",4337.18
"04/27/1995",4335.1
"04/28/1995",4348.94
"05/01/1995",4352.74
"05/02/1995",4348.25
"05/03/1995",4392.51
"05/04/1995",4426.41
"05/05/1995",4389.75
"05/08/1995",4407.04
"05/09/1995",4421.22
"05/10/1995",4440.24
"05/11/1995",4446.12
"05/12/1995",4463.07
"05/15/1995",4468.94
"05/16/1995",4464.1
"05/17/1995",4452.69
"05/18/1995",4426.41
"05/19/1995",4368.65
"05/22/1995",4416.03
"05/23/1995",4451.65
"05/24/1995",4458.57
"05/25/1995",4451.31
"05/26/1995",4423.64
"05/30/1995",4412.92
"05/31/1995",4467.91
"06/01/1995",4499.72
"06/02/1995",4496.27
"06/05/1995",4510.45
"06/06/1995",4520.47
"06/07/1995",4497.65
"06/08/1995",4492.12
"06/09/1995",4466.87
"06/12/1995",4482.09
"06/13/1995",4504.91
"06/14/1995",4510.79
"06/15/1995",4527.74
"06/16/1995",4533.96
"06/19/1995",4577.19
"06/20/1995",4587.22
"06/21/1995",4583.07
"06/22/1995",4614.2
"06/23/1995",4609.7
"06/26/1995",4600.02
"06/27/1995",4592.41
"06/28/1995",4587.22
"06/29/1995",4592.76
"06/30/1995",4606.24
"07/03/1995",4594.83
"07/05/1995",4652.24
"07/06/1995",4681.98
"07/07/1995",4740.77
"07/10/1995",4747.69
"07/11/1995",4724.52
"07/12/1995",4747
"07/13/1995",4766.58
"07/14/1995",4736.99
"07/17/1995",4767.63
"07/18/1995",4734.88
"07/19/1995",4698.6
"07/20/1995",4684.52
"07/21/1995",4676.06
"07/24/1995",4701.42
"07/25/1995",4743.69
"07/26/1995",4750.73
"07/27/1995",4767.99
"07/28/1995",4762.7
"07/31/1995",4753.55
"08/01/1995",4742.98
"08/02/1995",4772.56
"08/03/1995",4720.44
"08/04/1995",4728.54
"08/07/1995",4727.84
"08/08/1995",4722.55
"08/09/1995",4712.34
"08/10/1995",4698.96
"08/11/1995",4660.92
"08/14/1995",4677.12
"08/15/1995",4672.89
"08/16/1995",4673.6
"08/17/1995",4659.16
"08/18/1995",4665.15
"08/21/1995",4676.42
"08/22/1995",4646.48
"08/23/1995",4636.27
"08/24/1995",4618.3
"08/25/1995",4629.93
"08/28/1995",4632.39
"08/29/1995",4625.35
"08/30/1995",4639.79
"08/31/1995",4634.51
"09/01/1995",4672.19
"09/05/1995",4697.9
"09/06/1995",4716.21
"09/07/1995",4710.58
"09/08/1995",4722.91
"09/11/1995",4744.39
"09/12/1995",4762.35
"09/13/1995",4801.09
"09/14/1995",4830.32
"09/15/1995",4839.48
"09/18/1995",4814.01
"09/19/1995",4798.11
"09/20/1995",4828.46
"09/21/1995",4820.15
"09/22/1995",4789.44
"09/25/1995",4804.62
"09/26/1995",4816.54
"09/27/1995",4790.16
"09/28/1995",4810.03
"09/29/1995",4834.96
"10/02/1995",4817.98
"10/03/1995",4791.61
"10/04/1995",4787.27
"10/05/1995",4794.86
"10/06/1995",4805.7
"10/09/1995",4781.13
"10/10/1995",4745.73
"10/11/1995",4773.91
"10/12/1995",4790.16
"10/13/1995",4845.08
"10/16/1995",4823.04
"10/17/1995",4831.35
"10/18/1995",4837.49
"10/19/1995",4830.27
"10/20/1995",4836.41
"10/23/1995",4805.7
"10/24/1995",4819.07
"10/25/1995",4824.49
"10/26/1995",4777.88
"10/27/1995",4766.68
"10/30/1995",4798.84
"10/31/1995",4821.96
"11/01/1995",4801.73
"11/02/1995",4833.16
"11/03/1995",4858.81
"11/06/1995",4862.78
"11/07/1995",4839.3
"11/08/1995",4877.59
"11/09/1995",4902.52
"11/10/1995",4896.02
"11/13/1995",4909.75
"11/14/1995",4923.11
"11/15/1995",4939.73
"11/16/1995",5003.68
"11/17/1995",5022.1
"11/20/1995",5030.77
"11/21/1995",5050.28
"11/22/1995",5096.17
"11/24/1995",5073.41
"11/27/1995",5114.23
"11/28/1995",5105.56
"11/29/1995",5126.51
"11/30/1995",5143.13
"12/01/1995",5133.02
"12/04/1995",5157.58
"12/05/1995",5216.83
"12/06/1995",5234.53
"12/07/1995",5211.05
"12/08/1995",5200.21
"12/11/1995",5225.5
"12/12/1995",5226.23
"12/13/1995",5246.1
"12/14/1995",5267.05
"12/15/1995",5218.28
"12/18/1995",5159.39
"12/19/1995",5147.11
"12/20/1995",5173.48
"12/21/1995",5135.91
"12/22/1995",5146.74
"12/26/1995",5149.27
"12/27/1995",5146.74
"12/28/1995",5132.65
"12/29/1995",5144.58
"01/02/1996",5208.16
"01/03/1996",5252.6
"01/04/1996",5259.46
"01/05/1996",5217.55
"01/08/1996",5207.08
"01/09/1996",5239.23
"01/10/1996",5141.69
"01/11/1996",5099.78
"01/12/1996",5114.23
"01/15/1996",5099.78
"01/16/1996",5116.4
"01/17/1996",5133.38
"01/18/1996",5166.98
"01/19/1996",5214.66
"01/22/1996",5254.77
"01/23/1996",5241.76
"01/24/1996",5297.04
"01/25/1996",5289.45
"01/26/1996",5293.78
"01/29/1996",5338.22
"01/30/1996",5409.75
"01/31/1996",5433.24
"02/01/1996",5438.66
"02/02/1996",5442.99
"02/05/1996",5433.96
"02/06/1996",5483.82
"02/07/1996",5520.3
"02/08/1996",5559.68
"02/09/1996",5603.76
"02/12/1996",5643.5
"02/13/1996",5644.58
"02/14/1996",5633.02
"02/15/1996",5623.27
"02/16/1996",5563.3
"02/20/1996",5515.97
"02/21/1996",5548.12
"02/22/1996",5638.44
"02/23/1996",5693.36
"02/26/1996",5647.83
"02/27/1996",5597.26
"02/28/1996",5625.07
"02/29/1996",5562.21
"03/01/1996",5573.77
"03/04/1996",5646.39
"03/05/1996",5655.78
"03/06/1996",5700.22
"03/07/1996",5667.34
"03/08/1996",5597.79
"03/11/1996",5605.2
"03/12/1996",5622.55
"03/13/1996",5626.52
"03/14/1996",5662.29
"03/15/1996",5628.69
"03/18/1996",5706
"03/19/1996",5755.86
"03/20/1996",5724.06
"03/21/1996",5696.61
"03/22/1996",5681.07
"03/25/1996",5712.14
"03/26/1996",5701.3
"03/27/1996",5703.47
"03/28/1996",5664.45
"03/29/1996",5682.88
"04/01/1996",5670.23
"04/02/1996",5706.72
"04/03/1996",5712.5
"04/04/1996",5737.07
"04/08/1996",5624.71
"04/09/1996",5644.58
"04/10/1996",5601.23
"04/11/1996",5540.17
"04/12/1996",5577.39
"04/15/1996",5614.6
"04/16/1996",5656.14
"04/17/1996",5653.25
"04/18/1996",5600.51
"04/19/1996",5593.64
"04/22/1996",5610.62
"04/23/1996",5621.82
"04/24/1996",5619.29
"04/25/1996",5601.23
"04/26/1996",5618.57
"04/29/1996",5611.71
"04/30/1996",5606.29
"05/01/1996",5619.29
"05/02/1996",5578.11
"05/03/1996",5555.71
"05/06/1996",5528.97
"05/07/1996",5486.34
"05/08/1996",5486.71
"05/09/1996",5534.76
"05/10/1996",5559.68
"05/13/1996",5601.8
"05/14/1996",5663.12
"05/15/1996",5691.57
"05/16/1996",5677.53
"05/17/1996",5729.61
"05/20/1996",5778.74
"05/21/1996",5794.63
"05/22/1996",5803.49
"05/23/1996",5833.04
"05/24/1996",5815.68
"05/28/1996",5798.69
"05/29/1996",5743.65
"05/30/1996",5734.41
"05/31/1996",5712.62
"06/03/1996",5662.75
"06/04/1996",5697.84
"06/05/1996",5718.53
"06/06/1996",5750.67
"06/07/1996",5708.93
"06/10/1996",5727.03
"06/11/1996",5747.71
"06/12/1996",5725.55
"06/13/1996",5714.84
"06/14/1996",5687.13
"06/17/1996",5689.72
"06/18/1996",5683.44
"06/19/1996",5693.78
"06/20/1996",5711.14
"06/21/1996",5722.22
"06/24/1996",5770.61
"06/25/1996",5760.27
"06/26/1996",5739.59
"06/27/1996",5715.21
"06/28/1996",5724.44
"07/01/1996",5749.19
"07/02/1996",5769.88
"07/03/1996",5749.93
"07/05/1996",5657.21
"07/08/1996",5622.12
"07/09/1996",5622.49
"07/10/1996",5628.03
"07/11/1996",5600.33
"07/12/1996",5562.65
"07/15/1996",5476.93
"07/16/1996",5438.66
"07/17/1996",5465.29
"07/18/1996",5500.43
"07/19/1996",5490.44
"07/22/1996",5446.05
"07/23/1996",5447.9
"07/24/1996",5403.52
"07/25/1996",5469.36
"07/26/1996",5503.02
"07/29/1996",5497.47
"07/30/1996",5503.76
"07/31/1996",5558.13
"08/01/1996",5628.79
"08/02/1996",5703.51
"08/05/1996",5719.04
"08/06/1996",5716.82
"08/07/1996",5754.55
"08/08/1996",5746.41
"08/09/1996",5747.15
"08/12/1996",5722.37
"08/13/1996",5713.86
"08/14/1996",5695.37
"08/15/1996",5701.66
"08/16/1996",5722.74
"08/19/1996",5728.66
"08/20/1996",5747.52
"08/21/1996",5734.95
"08/22/1996",5761.95
"08/23/1996",5761.58
"08/26/1996",5742.71
"08/27/1996",5735.32
"08/28/1996",5747.89
"08/29/1996",5716.82
"08/30/1996",5659.86
"09/03/1996",5667.99
"09/04/1996",5682.05
"09/05/1996",5669.84
"09/06/1996",5696.48
"09/09/1996",5756.4
"09/10/1996",5767.87
"09/11/1996",5777.49
"09/12/1996",5815.59
"09/13/1996",5871.44
"09/16/1996",5920.64
"09/17/1996",5929.51
"09/18/1996",5919.9
"09/19/1996",5908.8
"09/20/1996",5925.82
"09/23/1996",5913.24
"09/24/1996",5938.76
"09/25/1996",5928.77
"09/26/1996",5928.04
"09/27/1996",5903.99
"09/30/1996",5934.32
"10/01/1996",5942.17
"10/02/1996",5966.02
"10/03/1996",5972.36
"10/04/1996",6023.79
"10/07/1996",6025.28
"10/08/1996",6032.36
"10/09/1996",5985.03
"10/10/1996",5956.71
"10/11/1996",5999.94
"10/14/1996",6043.91
"10/15/1996",6077.83
"10/16/1996",6056.21
