"Title:","Dow Jones Industrial Average (US) - High from the Dow Jones Industrial Average (US) Database"
"SubTitle:","International"
"Time:","01/02/1980 - 11/11/2022"
"Unit of Measure:","$"
"Citation:","S&P Dow Jones Indices (US) (2022-11-14). Dow Jones Industrial Average (US): Dow Jones Industrial Average (US) - High, 01/02/1980 - 11/11/2022. Data Planet? Statistical Datasets: A SAGE Publishing Resource. (Dataset). Dataset-ID:  039-001-002 doi:https://doi.org/10.6068/DP184779A1F7630"
"ColumnCount:",2
"RowCount:",10797

"Time","Dow Jones Industrial Average (US) - High ($)"
"02/08/2000",11023.06
"02/09/2000",10948.82
"02/10/2000",10738.25
"02/11/2000",10638.64
"02/14/2000",10549
"02/15/2000",10763.07
"02/16/2000",10741.67
"02/17/2000",10671.86
"02/18/2000",10517.75
"02/22/2000",10336.79
"02/23/2000",10338.35
"02/24/2000",10248.06
"02/25/2000",10132.42
"02/28/2000",10156.54
"02/29/2000",10204.94
"03/01/2000",10186.33
"03/02/2000",10212.39
"03/03/2000",10443.52
"03/06/2000",10383.95
"03/07/2000",10229.14
"03/08/2000",9918.89
"03/09/2000",10010.73
"03/10/2000",10091.39
"03/13/2000",9998.55
"03/14/2000",10043.3
"03/15/2000",10180.2
"03/16/2000",10632.46
"03/17/2000",10763.38
"03/20/2000",10727.71
"03/21/2000",10907.34
"03/22/2000",10917.27
"03/23/2000",11136.61
"03/24/2000",11234.65
"03/27/2000",11170.82
"03/28/2000",11094.34
"03/29/2000",11101.55
"03/30/2000",11144.06
"03/31/2000",11107.76
"04/03/2000",11223.79
"04/04/2000",11418.24
"04/05/2000",11218.21
"04/06/2000",11201.14
"04/07/2000",11192.45
"04/10/2000",11287.7
"04/11/2000",11361.15
"04/12/2000",11425.45
"04/13/2000",11144.06
"04/14/2000",10922.85
"04/17/2000",10583.75
"04/18/2000",10773.93
"04/19/2000",10789.44
"04/20/2000",10845.29
"04/24/2000",10910.75
"04/25/2000",11136.61
"04/26/2000",11141.88
"04/27/2000",10941.91
"04/28/2000",10959.23
"05/01/2000",10926.26
"05/02/2000",10824.5
"05/03/2000",10732.21
"05/04/2000",10523.1
"05/05/2000",10585.92
"05/08/2000",10627.85
"05/09/2000",10684.85
"05/10/2000",10533.09
"05/11/2000",10575.1
"05/12/2000",10673.79
"05/15/2000",10811.55
"05/16/2000",10971.24
"05/17/2000",10930.64
"05/18/2000",10864.32
"05/19/2000",10764.22
"05/22/2000",10664.54
"05/23/2000",10557.45
"05/24/2000",10554.88
"05/25/2000",10558.65
"05/26/2000",10387.66
"05/30/2000",10528.15
"05/31/2000",10599.43
"06/01/2000",10673.45
"06/02/2000",10846.08
"06/05/2000",10863
"06/06/2000",10822.61
"06/07/2000",10848.38
"06/08/2000",10823.66
"06/09/2000",10763.77
"06/12/2000",10652.59
"06/13/2000",10654.72
"06/14/2000",10737.71
"06/15/2000",10763.7
"06/16/2000",10724.83
"06/19/2000",10597.44
"06/20/2000",10561.38
"06/21/2000",10521.07
"06/22/2000",10495.97
"06/23/2000",10478.65
"06/26/2000",10566.68
"06/27/2000",10615.83
"06/28/2000",10620.42
"06/29/2000",10523.9
"06/30/2000",10448.24
"07/03/2000",10565.62
"07/05/2000",10572.69
"07/06/2000",10527.79
"07/07/2000",10658.25
"07/10/2000",10703.15
"07/11/2000",10807.45
"07/12/2000",10834.32
"07/13/2000",10829.73
"07/14/2000",10821.95
"07/17/2000",10847.4
"07/18/2000",10799.16
"07/19/2000",10790.48
"07/20/2000",10874.63
"07/21/2000",10851.65
"07/24/2000",10778.11
"07/25/2000",10744.52
"07/26/2000",10692.55
"07/27/2000",10643.4
"07/28/2000",10649.06
"07/31/2000",10603.29
"08/01/2000",10626.92
"08/02/2000",10724.53
"08/03/2000",10744.31
"08/04/2000",10769.95
"08/07/2000",10892.28
"08/08/2000",10988.25
"08/09/2000",10978.27
"08/10/2000",10946.49
"08/11/2000",11067.73
"08/14/2000",11177.61
"08/15/2000",11175.05
"08/16/2000",11088.97
"08/17/2000",11091.54
"08/18/2000",11082.38
"08/21/2000",11106.19
"08/22/2000",11189.7
"08/23/2000",11172.3
"08/24/2000",11197.76
"08/25/2000",11210.94
"08/28/2000",11319.06
"08/29/2000",11256.17
"08/30/2000",11210.29
"08/31/2000",11310.55
"09/01/2000",11313.6
"09/05/2000",11301.67
"09/06/2000",11401.19
"09/07/2000",11323.87
"09/08/2000",11261.72
"09/11/2000",11286.13
"09/12/2000",11255.8
"09/13/2000",11231.01
"09/14/2000",11208.07
"09/15/2000",11110.04
"09/18/2000",10935.58
"09/19/2000",10839.14
"09/20/2000",10824.06
"09/21/2000",10783.37
"09/22/2000",10858.1
"09/25/2000",10897.31
"09/26/2000",10813.24
"09/27/2000",10678.67
"09/28/2000",10856.25
"09/29/2000",10821.4
"10/02/2000",10721.22
"10/03/2000",10857.73
"10/04/2000",10849.96
"10/05/2000",10843.3
"10/06/2000",10779.85
"10/09/2000",10641.31
"10/10/2000",10623.55
"10/11/2000",10566.58
"10/12/2000",10460.4
"10/13/2000",10208.09
"10/16/2000",10272.09
"10/17/2000",10293.92
"10/18/2000",10085.99
"10/19/2000",10142.98
"10/20/2000",10229.55
"10/23/2000",10361.25
"10/24/2000",10439.31
"10/25/2000",10461.97
"10/26/2000",10454.85
"10/27/2000",10590.62
"10/30/2000",10869.52
"10/31/2000",10995.41
"11/01/2000",10993.51
"11/02/2000",10946.49
"11/03/2000",10883.17
"11/06/2000",11006.5
"11/07/2000",10996.55
"11/08/2000",11002.23
"11/09/2000",10902.11
"11/10/2000",10813.78
"11/13/2000",10595.73
"11/14/2000",10728.36
"11/15/2000",10799.37
"11/16/2000",10757.66
"11/17/2000",10762.59
"11/20/2000",10624.28
"11/21/2000",10569.01
"11/22/2000",10493.27
"11/24/2000",10508.15
"11/27/2000",10626.84
"11/28/2000",10613.94
"11/29/2000",10646.17
"11/30/2000",10610.53
"12/01/2000",10524.45
"12/04/2000",10604.46
"12/05/2000",10917.3
"12/06/2000",10896.14
"12/07/2000",10689.02
"12/08/2000",10803.54
"12/11/2000",10792.16
"12/12/2000",10856.25
"12/13/2000",10915.4
"12/14/2000",10798.99
"12/15/2000",10653.38
"12/18/2000",10679.92
"12/19/2000",10784.58
"12/20/2000",10580.97
"12/21/2000",10520.47
"12/22/2000",10640.87
"12/26/2000",10701.16
"12/27/2000",10828.94
"12/28/2000",10901.37
"12/29/2000",10917.68
"01/02/2001",10797.02
"01/03/2001",11019.05
"01/04/2001",11028
"01/05/2001",10919.42
"01/08/2001",10700.85
"01/09/2001",10680.72
"01/10/2001",10611.59
"01/11/2001",10638.02
"01/12/2001",10623.89
"01/16/2001",10664.05
"01/17/2001",10705.93
"01/18/2001",10737.24
"01/19/2001",10717.72
"01/22/2001",10634.36
"01/23/2001",10679.09
"01/24/2001",10680.31
"01/25/2001",10778.72
"01/26/2001",10742.94
"01/29/2001",10725.14
"01/30/2001",10900.77
"01/31/2001",10957.5
"02/01/2001",10983.8
"02/02/2001",11022.78
"02/05/2001",10977.66
"02/06/2001",11035.14
"02/07/2001",11004.04
"02/08/2001",10965.2
"02/09/2001",10889.22
"02/12/2001",10953.63
"02/13/2001",11012.9
"02/14/2001",10917.91
"02/15/2001",10922.58
"02/16/2001",10884.11
"02/20/2001",10923.17
"02/21/2001",10746.21
"02/22/2001",10566.19
"02/23/2001",10529.25
"02/26/2001",10642.53
"02/27/2001",10698.43
"02/28/2001",10684.77
"03/01/2001",10493.25
"03/02/2001",10579.27
"03/05/2001",10571.62
"03/06/2001",10690.93
"03/07/2001",10731.48
"03/08/2001",10859.5
"03/09/2001",10850.11
"03/12/2001",10638.63
"03/13/2001",10293.08
"03/14/2001",10279.42
"03/15/2001",10097.73
"03/16/2001",10049.72
"03/19/2001",9992.66
"03/20/2001",10019.94
"03/21/2001",9719.44
"03/22/2001",9497.78
"03/23/2001",9529.4
"03/26/2001",9724.87
"03/27/2001",9960.88
"03/28/2001",9941.2
"03/29/2001",9882.8
"03/30/2001",9908.14
"04/02/2001",9992.53
"04/03/2001",9774.78
"04/04/2001",9625.9
"04/05/2001",9929.79
"04/06/2001",9913.94
"04/09/2001",9935.59
"04/10/2001",10155.24
"04/11/2001",10173.79
"04/12/2001",10127.46
"04/16/2001",10184.65
"04/17/2001",10219.4
"04/18/2001",10687.14
"04/19/2001",10694.24
"04/20/2001",10706.47
"04/23/2001",10571
"04/24/2001",10636.91
"04/25/2001",10639.19
"04/26/2001",10766.98
"04/27/2001",10810.05
"04/30/2001",10906.41
"05/01/2001",10904.2
"05/02/2001",10939.2
"05/03/2001",10872.32
"05/04/2001",10958.14
"05/07/2001",10995.28
"05/08/2001",10946.81
"05/09/2001",10914.01
"05/10/2001",10979.09
"05/11/2001",10920.14
"05/14/2001",10878.76
"05/15/2001",10922.17
"05/16/2001",11231.15
"05/17/2001",11328.61
"05/18/2001",11303.76
"05/21/2001",11345.72
"05/22/2001",11350.05
"05/23/2001",11262.25
"05/24/2001",11173.37
"05/25/2001",11123.99
"05/29/2001",11066.01
"05/30/2001",11042.13
"05/31/2001",10978.96
"06/01/2001",11021.57
"06/04/2001",11071.67
"06/05/2001",11196.53
"06/06/2001",11179.68
"06/07/2001",11100.04
"06/08/2001",11096.46
"06/11/2001",10975.44
"06/12/2001",10982.14
"06/13/2001",11004.33
"06/14/2001",10868.48
"06/15/2001",10716.3
"06/18/2001",10709.05
"06/19/2001",10740.79
"06/20/2001",10702.07
"06/21/2001",10759.64
"06/22/2001",10724.69
"06/25/2001",10644.24
"06/26/2001",10534.21
"06/27/2001",10531.19
"06/28/2001",10646.45
"06/29/2001",10605.59
"07/02/2001",10638.87
"07/03/2001",10595.13
"07/05/2001",10567.64
"07/06/2001",10476.73
"07/09/2001",10323.11
"07/10/2001",10335.63
"07/11/2001",10274.02
"07/12/2001",10496.64
"07/13/2001",10549.76
"07/16/2001",10568.69
"07/17/2001",10628.48
"07/18/2001",10594.54
"07/19/2001",10679.12
"07/20/2001",10606.19
"07/23/2001",10595.4
"07/24/2001",10423.8
"07/25/2001",10405.67
"07/26/2001",10459.02
"07/27/2001",10460.12
"07/30/2001",10440.48
"07/31/2001",10595.05
"08/01/2001",10599.96
"08/02/2001",10609.65
"08/03/2001",10550.56
"08/06/2001",10504.13
"08/07/2001",10472.72
"08/08/2001",10479.64
"08/09/2001",10312.19
"08/10/2001",10433.46
"08/13/2001",10445.8
"08/14/2001",10478.81
"08/15/2001",10469.74
"08/16/2001",10395.21
"08/17/2001",10385.46
"08/20/2001",10320.07
"08/21/2001",10378.75
"08/22/2001",10305.13
"08/23/2001",10286.79
"08/24/2001",10440.68
"08/27/2001",10441.37
"08/28/2001",10382.83
"08/29/2001",10267.7
"08/30/2001",10117.54
"08/31/2001",10036.94
"09/04/2001",10182.38
"09/05/2001",10066.69
"09/06/2001",10028.35
"09/07/2001",9842.08
"09/10/2001",9671.8
"09/17/2001",9580.32
"09/18/2001",9022.06
"09/19/2001",8945.47
"09/20/2001",8748.82
"09/21/2001",8438.41
"09/24/2001",8649.39
"09/25/2001",8695.54
"09/26/2001",8718.16
"09/27/2001",8681.42
"09/28/2001",8856.55
"10/01/2001",8850.67
"10/02/2001",8950.59
"10/03/2001",9148.35
"10/04/2001",9187.37
"10/05/2001",9131.74
"10/08/2001",9144.81
"10/09/2001",9086.97
"10/10/2001",9252.9
"10/11/2001",9432.04
"10/12/2001",9409.07
"10/15/2001",9352.05
"10/16/2001",9411.14
"10/17/2001",9489.33
"10/18/2001",9233.94
"10/19/2001",9218.02
"10/22/2001",9392.81
"10/23/2001",9439.21
"10/24/2001",9388.86
"10/25/2001",9462.9
"10/26/2001",9598.17
"10/29/2001",9543.37
"10/30/2001",9264.52
"10/31/2001",9223.07
"11/01/2001",9284.45
"11/02/2001",9343.82
"11/05/2001",9476.45
"11/06/2001",9600.6
"11/07/2001",9644.12
"11/08/2001",9721.75
"11/09/2001",9630.41
"11/12/2001",9606.13
"11/13/2001",9755.78
"11/14/2001",9859.38
"11/15/2001",9903.04
"11/16/2001",9908.79
"11/19/2001",9976.46
"11/20/2001",9976.73
"11/21/2001",9894.19
"11/23/2001",9961.58
"11/26/2001",9992.79
"11/27/2001",9992.72
"11/28/2001",9867.2
"11/29/2001",9829.42
"11/30/2001",9891.58
"12/03/2001",9848.93
"12/04/2001",9893.84
"12/05/2001",10142.32
"12/06/2001",10169.44
"12/07/2001",10099.21
"12/10/2001",10075.61
"12/11/2001",10015.9
"12/12/2001",9919.72
"12/13/2001",9889.2
"12/14/2001",9848.45
"12/17/2001",9930.93
"12/18/2001",10015.34
"12/19/2001",10088.34
"12/20/2001",10076.03
"12/21/2001",10069.5
"12/24/2001",10072.91
"12/26/2001",10169.09
"12/27/2001",10147.23
"12/28/2001",10184.45
"12/31/2001",10137.61
"01/02/2002",10074.02
"01/03/2002",10174.01
"01/04/2002",10283.67
"01/07/2002",10300.15
"01/08/2002",10211.23
"01/09/2002",10270.88
"01/10/2002",10101.77
"01/11/2002",10098.38
"01/14/2002",9985.38
"01/15/2002",9986.21
"01/16/2002",9916.54
"01/17/2002",9857.79
"01/18/2002",9830.94
"01/22/2002",9842.84
"01/23/2002",9773.37
"01/24/2002",9856.97
"01/25/2002",9897.85
"01/28/2002",9894.53
"01/29/2002",9908.16
"01/30/2002",9775.59
"01/31/2002",9922.49
"02/01/2002",9943.94
"02/04/2002",9905.46
"02/05/2002",9773.72
"02/06/2002",9733.1
"02/07/2002",9743.05
"02/08/2002",9745.56
"02/11/2002",9892.8
"02/12/2002",9906.02
"02/13/2002",9998.25
"02/14/2002",10052.29
"02/15/2002",10007.46
"02/19/2002",9899.38
"02/20/2002",9956.05
"02/21/2002",10029.94
"02/22/2002",10002.54
"02/25/2002",10172.62
"02/26/2002",10186.88
"02/27/2002",10255.24
"02/28/2002",10238.7
"03/01/2002",10374.88
"03/04/2002",10600.1
"03/05/2002",10596.09
"03/06/2002",10601.51
"03/07/2002",10606.88
"03/08/2002",10663.83
"03/11/2002",10647.09
"03/12/2002",10639.68
"03/13/2002",10620.17
"03/14/2002",10551.11
"03/15/2002",10607.23
"03/18/2002",10661.06
"03/19/2002",10673.1
"03/20/2002",10626.98
"03/21/2002",10505.72
"03/22/2002",10491.19
"03/25/2002",10449.26
"03/26/2002",10432.86
"03/27/2002",10453.9
"03/28/2002",10502.61
"04/01/2002",10402.07
"04/02/2002",10352.46
"04/03/2002",10339.86
"04/04/2002",10261.88
"04/05/2002",10335.3
"04/08/2002",10258.91
"04/09/2002",10304.99
"04/10/2002",10394.67
"04/11/2002",10378.89
"04/12/2002",10237.94
"04/15/2002",10225.76
"04/16/2002",10308.17
"04/17/2002",10326.44
"04/18/2002",10258.84
"04/19/2002",10270.88
"04/22/2002",10256
"04/23/2002",10177.13
"04/24/2002",10163.42
"04/25/2002",10039.56
"04/26/2002",10082.67
"04/29/2002",9937.09
"04/30/2002",10006.28
"05/01/2002",10086.61
"05/02/2002",10117.54
"05/03/2002",10092.08
"05/06/2002",10023.86
"05/07/2002",9919.03
"05/08/2002",10148.94
"05/09/2002",10144.74
"05/10/2002",10062.05
"05/13/2002",10110.97
"05/14/2002",10304.44
"05/15/2002",10349.07
"05/16/2002",10318.83
"05/17/2002",10353.43
"05/20/2002",10348.93
"05/21/2002",10292.95
"05/22/2002",10157.88
"05/23/2002",10216.08
"05/24/2002",10217.67
"05/28/2002",10118.51
"05/29/2002",9988.5
"05/30/2002",9943.52
"05/31/2002",10042.26
"06/03/2002",9986.49
"06/04/2002",9739.41
"06/05/2002",9800.89
"06/06/2002",9802.55
"06/07/2002",9636.47
"06/10/2002",9718.09
"06/11/2002",9758.8
"06/12/2002",9624.77
"06/13/2002",9625.4
"06/14/2002",9498.92
"06/17/2002",9687.77
"06/18/2002",9721.75
"06/19/2002",9733.39
"06/20/2002",9573.89
"06/21/2002",9430.66
"06/24/2002",9369.95
"06/25/2002",9413.08
"06/26/2002",9160.81
"06/27/2002",9269.92
"06/28/2002",9362.82
"07/01/2002",9327.44
"07/02/2002",9135.82
"07/03/2002",9070.89
"07/05/2002",9379.85
"07/08/2002",9410.38
"07/09/2002",9318.1
"07/10/2002",9134.23
"07/11/2002",8854.9
"07/12/2002",8849.22
"07/15/2002",8681.9
"07/16/2002",8635.66
"07/17/2002",8723.37
"07/18/2002",8621.95
"07/19/2002",8406.1
"07/22/2002",8103.86
"07/23/2002",7894.41
"07/24/2002",8202.02
"07/25/2002",8309.39
"07/26/2002",8267.72
"07/29/2002",8711.88
"07/30/2002",8762.14
"07/31/2002",8736.73
"08/01/2002",8734.31
"08/02/2002",8508.77
"08/05/2002",8312.92
"08/06/2002",8418.15
"08/07/2002",8460.17
"08/08/2002",8717.42
"08/09/2002",8796.68
"08/12/2002",8742.06
"08/13/2002",8745.52
"08/14/2002",8748.29
"08/15/2002",8854.21
"08/16/2002",8837.52
"08/19/2002",8994.12
"08/20/2002",8986.5
"08/21/2002",8974.36
"08/22/2002",9077.01
"08/23/2002",9051.49
"08/26/2002",8949.53
"08/27/2002",9017.02
"08/28/2002",8823.99
"08/29/2002",8742.01
"08/30/2002",8783.35
"09/03/2002",8659.27
"09/04/2002",8452.59
"09/05/2002",8420.2
"09/06/2002",8474.71
"09/09/2002",8558.01
"09/10/2002",8602.61
"09/11/2002",8726.9
"09/12/2002",8574.94
"09/13/2002",8378.44
"09/16/2002",8389.26
"09/17/2002",8482.34
"09/18/2002",8253.53
"09/19/2002",8170.65
"09/20/2002",8017.37
"09/23/2002",7984.77
"09/24/2002",7871.23
"09/25/2002",7891.28
"09/26/2002",8012.42
"09/27/2002",7996.01
"09/30/2002",7698.81
"10/01/2002",7940.59
"10/02/2002",7969.37
"10/03/2002",7913.47
"10/04/2002",7784.81
"10/07/2002",7637.91
"10/08/2002",7622.66
"10/09/2002",7500.03
"10/10/2002",7560.93
"10/11/2002",7901.26
"10/14/2002",7915
"10/15/2002",8255.68
"10/16/2002",8232.1
"10/17/2002",8318.45
"10/18/2002",8331.56
"10/21/2002",8547.83
"10/22/2002",8534.08
"10/23/2002",8494.76
"10/24/2002",8558.63
"10/25/2002",8445.3
"10/28/2002",8531.45
"10/29/2002",8399.74
"10/30/2002",8459.31
"10/31/2002",8493.92
"11/14/2002",8545.11
"11/15/2002",8583.95
"11/18/2002",8636.24
"11/19/2002",8546.84
"11/20/2002",8643.03
"11/21/2002",8856.57
"11/22/2002",8880.39
"11/25/2002",8868.87
"11/26/2002",8845.01
"11/27/2002",8939.91
"11/29/2002",8950.33
"12/02/2002",9043.37
"12/03/2002",8861.13
"12/04/2002",8811.62
"12/05/2002",8769.05
"12/06/2002",8679.51
"12/09/2002",8643.99
"12/10/2002",8578.99
"12/11/2002",8625.89
"12/12/2002",8615.13
"12/13/2002",8536.07
"12/16/2002",8627.54
"12/17/2002",8638.64
"12/18/2002",8531.38
"12/19/2002",8505.23
"12/20/2002",8513.65
"12/23/2002",8554.04
"12/24/2002",8491.99
"12/26/2002",8565.01
"12/27/2002",8449.41
"12/30/2002",8364.74
"12/31/2002",8361.31
"01/02/2003",8608.27
"01/03/2003",8635.49
"01/06/2003",8800.59
"01/07/2003",8802.64
"01/08/2003",8736.07
"01/09/2003",8787.7
"01/10/2003",8818.55
"01/13/2003",8869.29
"01/14/2003",8843.37
"01/15/2003",8854.61
"01/16/2003",8805.52
"01/17/2003",8695.82
"01/21/2003",8623.49
"01/22/2003",8444.61
"01/23/2003",8386.61
"01/24/2003",8367.89
"01/27/2003",8150.34
"01/28/2003",8114
"01/29/2003",8158.02
"01/30/2003",8141.09
"01/31/2003",8089.66
"02/03/2003",8152.08
"02/04/2003",8104.61
"02/05/2003",8152.53
"02/06/2003",7991.96
"02/07/2003",8001.08
"02/10/2003",7933.68
"02/11/2003",7985.52
"02/12/2003",7854.62
"02/13/2003",7781.89
"02/14/2003",7908.8
"02/18/2003",8076.02
"02/19/2003",8043.11
"02/20/2003",8027.35
"02/21/2003",8039.27
"02/24/2003",8017.34
"02/25/2003",7920.49
"02/26/2003",7925.81
"02/27/2003",7924.62
"02/28/2003",7965.8
"03/03/2003",7981.46
"03/04/2003",7845.71
"03/05/2003",7775.6
"03/06/2003",7777.42
"03/07/2003",7743.82
"03/10/2003",7739.47
"03/11/2003",7642.41
"03/12/2003",7552.07
"03/13/2003",7824.34
"03/14/2003",7931.63
"03/17/2003",8145.84
"03/18/2003",8209.36
"03/19/2003",8277.64
"03/20/2003",8318.81
"03/21/2003",8522.18
"03/24/2003",8514.82
"03/25/2003",8337.72
"03/26/2003",8284.99
"03/27/2003",8251.8
"03/28/2003",8205.09
"03/31/2003",8142.83
"04/01/2003",8100.53
"04/02/2003",8316.64
"04/03/2003",8335.62
"04/04/2003",8305.86
"04/07/2003",8520.21
"04/08/2003",8342.83
"04/09/2003",8388.33
"04/10/2003",8225.04
"04/11/2003",8337.65
"04/14/2003",8351.94
"04/15/2003",8402.43
"04/16/2003",8446.47
"04/17/2003",8347.45
"04/21/2003",8397.95
"04/22/2003",8487.51
"04/23/2003",8526.38
"04/24/2003",8512.44
"04/25/2003",8439.33
"04/28/2003",8501.66
"04/29/2003",8559.77
"04/30/2003",8528.75
"05/01/2003",8488.35
"05/02/2003",8593.25
"05/05/2003",8601.94
"05/06/2003",8641.22
"05/07/2003",8635.06
"05/08/2003",8575.11
"05/09/2003",8612.79
"05/12/2003",8743.47
"05/13/2003",8723.29
"05/14/2003",8728.41
"05/15/2003",8727.78
"05/16/2003",8742.58
"05/19/2003",8676.59
"05/20/2003",8550.26
"05/21/2003",8523.16
"05/22/2003",8628.14
"05/23/2003",8625.82
"05/27/2003",8792.44
"05/28/2003",8854.53
"05/29/2003",8862.58
"05/30/2003",8868.33
"06/02/2003",9003.27
"06/03/2003",8940.38
"06/04/2003",9057.4
"06/05/2003",9045.15
"06/06/2003",9215.88
"06/09/2003",9066.45
"06/10/2003",9059.29
"06/11/2003",9183.22
"06/12/2003",9236.11
"06/13/2003",9222.67
"06/16/2003",9318.96
"06/17/2003",9352.77
"06/18/2003",9333.66
"06/19/2003",9313.29
"06/20/2003",9276.51
"06/23/2003",9199.7
"06/24/2003",9140.81
"06/25/2003",9161.74
"06/26/2003",9092.21
"06/27/2003",9105.51
"06/30/2003",9068.05
"07/01/2003",9050.82
"07/02/2003",9148.3
"07/03/2003",9149.63
"07/07/2003",9261.12
"07/08/2003",9236.39
"07/09/2003",9229.11
"07/10/2003",9154.53
"07/11/2003",9146.48
"07/14/2003",9278.41
"07/15/2003",9238.01
"07/16/2003",9153.42
"07/18/2003",9188.15
"07/21/2003",9187.8
"07/22/2003",9174.42
"07/23/2003",9203.48
"07/24/2003",9281.42
"07/25/2003",9284.57
"07/28/2003",9303.83
"07/29/2003",9289.69
"07/30/2003",9236.54
"07/31/2003",9361.4
"08/01/2003",9234.22
"08/04/2003",9209.15
"08/05/2003",9187.73
"08/06/2003",9134.57
"08/07/2003",9135
"08/08/2003",9191.37
"08/11/2003",9251.59
"08/12/2003",9310.27
"08/13/2003",9322.11
"08/14/2003",9334.57
"08/15/2003",9337.17
"08/18/2003",9419.38
"08/19/2003",9445.08
"08/20/2003",9423.26
"08/21/2003",9481.44
"08/22/2003",9499.97
"08/25/2003",9350.77
"08/26/2003",9353.86
"08/27/2003",9346.98
"08/28/2003",9392.59
"08/29/2003",9421.23
"09/02/2003",9535.97
"09/03/2003",9597.38
"09/04/2003",9609.09
"09/05/2003",9589.52
"09/08/2003",9599.34
"09/09/2003",9584.95
"09/10/2003",9504.95
"09/11/2003",9502.84
"09/12/2003",9488.32
"09/15/2003",9490.91
"09/16/2003",9571.13
"09/17/2003",9594.43
"09/18/2003",9662.84
"09/19/2003",9686.08
"09/22/2003",9641.87
"09/23/2003",9583.48
"09/24/2003",9592.67
"09/25/2003",9458.49
"09/26/2003",9358.28
"09/29/2003",9395.32
"09/30/2003",9378.1
"10/01/2003",9472.76
"10/02/2003",9511.06
"10/03/2003",9666.53
"10/06/2003",9624.91
"10/07/2003",9654.61
"10/08/2003",9672.02
"10/09/2003",9768.69
"10/10/2003",9712.24
"10/13/2003",9783.49
"10/14/2003",9812.98
"10/15/2003",9850.01
"10/16/2003",9823.42
"10/17/2003",9815.79
"10/20/2003",9777.94
"10/21/2003",9784.31
"10/22/2003",9742.05
"10/23/2003",9622.16
"10/24/2003",9600.98
"10/27/2003",9663.79
"10/28/2003",9749.94
"10/29/2003",9787.27
"10/30/2003",9838.76
"10/31/2003",9839.86
"11/03/2003",9896.16
"11/04/2003",9874.83
"11/05/2003",9859.34
"11/06/2003",9870.6
"11/07/2003",9903.57
"11/10/2003",9824.38
"11/11/2003",9761.2
"11/12/2003",9859.34
"11/13/2003",9852.9
"11/14/2003",9892.97
"11/17/2003",9765.64
"11/18/2003",9750.46
"11/19/2003",9707.64
"11/20/2003",9726.09
"11/21/2003",9650.31
"11/24/2003",9749.35
"11/25/2003",9795.21
"11/26/2003",9794.68
"11/28/2003",9804.98
"12/01/2003",9902.23
"12/02/2003",9900.45
"12/03/2003",9942.01
"12/04/2003",9933.86
"12/05/2003",9923.42
"12/08/2003",9970.16
"12/09/2003",10003.12
"12/10/2003",9958.38
"12/11/2003",10026.53
"12/12/2003",10052.07
"12/15/2003",10139.63
"12/16/2003",10137.63
"12/17/2003",10146.38
"12/18/2003",10254.08
"12/19/2003",10293.19
"12/22/2003",10338
"12/23/2003",10375.93
"12/24/2003",10341.48
"12/26/2003",10343.04
"12/29/2003",10450
"12/30/2003",10456.07
"12/31/2003",10462.44
"01/02/2004",10527.03
"01/05/2004",10544.07
"01/06/2004",10549.18
"01/07/2004",10539.46
"01/08/2004",10592.59
"01/09/2004",10589.25
"01/12/2004",10491.63
"01/13/2004",10509.85
"01/14/2004",10548.51
"01/15/2004",10592.74
"01/16/2004",10600.74
"01/20/2004",10616.96
"01/21/2004",10643.55
"01/22/2004",10660.88
"01/23/2004",10643.48
"01/26/2004",10705.18
"01/27/2004",10701.77
"01/28/2004",10658.43
"01/29/2004",10522.59
"01/30/2004",10510.81
"02/02/2004",10568.96
"02/03/2004",10528.96
"02/04/2004",10524.22
"02/05/2004",10522.52
"02/06/2004",10593.4
"02/09/2004",10618.51
"02/10/2004",10626.66
"02/11/2004",10746.88
"02/12/2004",10735.29
"02/13/2004",10734.69
"02/17/2004",10735.25
"02/18/2004",10720.51
"02/19/2004",10753.63
"02/20/2004",10688.22
"02/23/2004",10644.96
"02/24/2004",10637.11
"02/25/2004",10615.56
"02/26/2004",10612.14
"02/27/2004",10652.36
"03/01/2004",10695.55
"03/02/2004",10678.36
"03/03/2004",10610
"03/04/2004",10603.25
"03/05/2004",10651.33
"03/08/2004",10634.29
"03/09/2004",10529.7
"03/10/2004",10473.86
"03/11/2004",10321.41
"03/12/2004",10241.19
"03/15/2004",10241.11
"03/16/2004",10221.11
"03/17/2004",10326.52
"03/18/2004",10328.82
"03/19/2004",10314.59
"03/22/2004",10186.15
"03/23/2004",10131.35
"03/24/2004",10108.15
"03/25/2004",10226.08
"03/26/2004",10271.78
"03/29/2004",10350.45
"03/30/2004",10387.26
"03/31/2004",10401.7
"04/01/2004",10419.04
"04/02/2004",10496.44
"04/05/2004",10558.66
"04/06/2004",10570.81
"04/07/2004",10569.26
"04/08/2004",10554.1
"04/12/2004",10526.27
"04/13/2004",10552.61
"04/14/2004",10415.28
"04/15/2004",10430.62
"04/16/2004",10460.06
"04/19/2004",10451.76
"04/20/2004",10487.67
"04/21/2004",10332.88
"04/22/2004",10496.61
"04/23/2004",10482.91
"04/26/2004",10512.79
"04/27/2004",10537.35
"04/28/2004",10476.95
"04/29/2004",10407.97
"04/30/2004",10333.87
"05/03/2004",10329.05
"05/04/2004",10386.32
"05/05/2004",10348.35
"05/06/2004",10308.2
